[2022.05.29 03:24:49:300] *****************SIP STACK START***************** [inst: 2556]
[2022.05.29 03:24:50:472] EVENT,      get parameter (from 100111) logtoconsole=false {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:488] EVENT,      get parameter (from 100111) polling=3 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:489] EVENT, try to load js [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:490] EVENT, upper server set0 to  /  /  {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:490] EVENT,      get parameter (from 100111) serveraddress=172.20.10.2:1049 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:491] EVENT,      get parameter (from 100111) serveraddress=172.20.10.2:1049 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:491] EVENT,      get parameter (from 100111) serveraddress=172.20.10.2:1049 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:499] EVENT,sipusername (auth) is  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:499] EVENT,username (callerid) is  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:500] EVENT,callto is   [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:500] EVENT, lccccc trigger txr [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:522] EVENT, lccccc trigger xr {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:535] EVENT, lccccc trigger 10 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:536] EVENT,disable tunneling 1 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:537] EVENT, autovalues aec: 1, aecfast: 1, aecvol: 1, aecnative: 1, aecorig: 1, agc: 3, denoise: 3, plc: true [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:538] EVENT,JVoIP init finished2 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:539] EVENT, conncurrent instances in the same classloader: 1 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:539] EVENT,main thread started [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:540] EVENT,JVoIP start 8.6.22014 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:540] EVENT,afterstart event [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:540] EVENT,app version: 8.6.22014 2/8/2022 08:59:28 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:541] EVENT,branch: 3 JVoIP  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:547] EVENT,codebase: null [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:551] EVENT,docbase: null [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:556] EVENT,archive:  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:566] EVENT,local ip is 192.168.1.21 {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:566] EVENT, no need for stun natcheck because server is on lan or same subnet {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:566] EVENT,retry jsobj load [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:566] EVENT, try to load js [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:567] EVENT,NOTIFICATION_XRSS,START,api {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:573] EVENT,not autostarting because no params:  /  /  / [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:573] EVENT,afterstart event finished [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:574] EVENT,NOTIFICATION_XRSS,STATUS,-1,Initialized {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:583] EVENT, first tick no [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:621] EVENT,direct call URI parsing is not enabled c  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:622] EVENT,first routepath set to 172.20.10.2:1049 172.20.10.2 1049 as user  [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:623] EVENT,save settings wpb [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:623] EVENT,save settings wp [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:648] EVENT,write file C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfg.dat (169) {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:650] EVENT, write config file (169) C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfg.dat {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:653] EVENT,general config saved 169 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:655] EVENT,write file C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfgex.dat (1286) {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:658] EVENT, write config file (1286) C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfgex.dat {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:666] EVENT,starting sip stack from 10 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:666] EVENT,creating sip stack from 10 [mt: 38657] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:666] EVENT,starting sip stack 2 ... [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:667] EVENT,starting sip stack 3 ... [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:667] EVENT,sip stack initiated [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:667] EVENT,sip stack run start... [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:667] EVENT,sip stack run on 192.168.1.21 [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:668] EVENT,sipstack initialising... [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:668] EVENT,local ip is 192.168.1.21 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:668] EVENT, push hasfcm changed from -5 to 0 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:671] EVENT,network status is CONNECTED 114 114 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:673] EVENT,network status is CONNECTED {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:697] EVENT,sipstack initialising b...(audiodevices_recorder all: 0/0 open: 0/0 running: 0 kind:  audiodevices_player all: 0/0 open: 0/0 running: 0 kind: ) [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:697] EVENT,local signaling port using random 15894 [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:720] EVENT, autotransportdetect=no, usetunneling=0 [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:720] EVENT,      get parameter (from 100111) register=0 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:735] EVENT,local ip is 192.168.1.21 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:760] EVENT,udp init [udp localport: 0 since: 0 ok] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:762] EVENT,udp bind to port 15894 (signaling) [udp localport: 0 since: 0 ok] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:770] EVENT, check mep call state [mt: 38657] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:808] EVENT,set priority to service from udp111 {thread: 29} [inst: 2556]
[2022.05.29 03:24:50:840] EVENT,NOTIFICATION_XRSS,START,sip {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:873] EVENT,mainthread init done. privateaddress: 192.168.1.21:15894 publicaddress: 192.168.1.21:15894 [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:883] EVENT,sipstack initialised. [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:884] EVENT,network status is CONNECTED 114 114 {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:886] EVENT,network status is CONNECTED {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:905] EVENT, network state initialized as online [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:24:50:914] EVENT,on sip stack started [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:941] EVENT,sip stack started event finished [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:947] EVENT,set statustext from 36 to Starting... {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:950] EVENT,NOTIFICATION_XRSS,STATUS,-1,Starting... {thread: 22} [inst: 2556]
[2022.05.29 03:24:50:967] EVENT,set priority to service from mediaench1 {thread: 30} [inst: 2556]
[2022.05.29 03:24:50:982] EVENT,mediaench thread start [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:50:983] EVENT,mediaench and aec load from system mediaench2x64 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:50:995] EVENT, (warn) ctch on loadlib from local m no mediaench2x64 in java.library.path: C:\Users\Mayar Moawad\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_17.0.0.v20211012-1059\jre\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:/Users/Mayar Moawad/.p2/pool/plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_17.0.0.v20211012-1059/jre/bin/server;C:/Users/Mayar Moawad/.p2/pool/plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_17.0.0.v20211012-1059/jre/bin;C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\dotnet\;C:\Program Files\Geth;C:\Users\Mayar Moawad\AppData\Local\Microsoft\WindowsApps;C:\Users\Mayar Moawad\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\Mayar Moawad\AppData\Local\GitHubDesktop\bin;C:\Users\Mayar Moawad\.dotnet\tools;C:\Windows\system32;;. {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:014] EVENT,mediaench and aec load from system failed. load from local path... [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:018] EVENT,checking exact file path C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:021] EVENT,mediaench and aec load from local failed. load from web... [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:023] EVENT,mediaench load from web starting... [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:023] EVENT,mediaench load from web checking file cache1 C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\mediaench2x64890.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:027] EVENT,mediaench load from web checking file cache2 C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\mediaench2x64.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:030] EVENT,mediaench load from web 3 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:032] EVENT,mediaench load from web4  C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject (mediaench2x64.dll) [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:035] EVENT,mediaench load from web5 http://www.webvoipphone.com/publicfiles/mediaench2x64.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:395] EVENT,mediaench download from http://www.webvoipphone.com/publicfiles/mediaench2x64.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:51:405] EVENT,mediaench load from web62 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:010] EVENT,mediaench load from web7 from C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\mediaench2x64.dll to C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\mediaench2x64890.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:163] EVENT,mediaench load from web8 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:220] EVENT,mediaench loaded5 from C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\mediaench2x64890.dll [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:220] EVENT,mediaench vx found 29 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:221] EVENT,upnp port assigment failed -3 {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:222] EVENT,mediaench thread stop with succ 29 [mediaench 0] {thread: 30} [inst: 2556]
[2022.05.29 03:24:52:222] EVENT,set priority to min from mediaench122 (idle: false) {thread: 30} [inst: 2556]
[2022.05.29 03:24:53:189] EVENT,set statustext from 38 to Idle. {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:202] EVENT,NOTIFICATION_XRSS,STATUS,-1,Idle. {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:978] EVENT,save settings wpb [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:978] EVENT,save settings wp [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:978] EVENT,write file C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfg.dat (170) {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:980] EVENT, write config file (170) C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfg.dat {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:983] EVENT,general config saved 170 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:983] EVENT,write file C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfgex.dat (1370) {thread: 22} [inst: 2556]
[2022.05.29 03:24:53:983] EVENT, write config file (1370) C:\Users\Mayar Moawad\Desktop\VOIP SUBMISSION PROJECT\voipProject\mwphonedata\u89wpcfgex.dat {thread: 22} [inst: 2556]
[2022.05.29 03:25:05:466] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 13-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:25:20:523] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 13-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:25:26:319] EVENT,mainthread checkinettime b [mt: 38657] {thread: 27} [inst: 2556]
[2022.05.29 03:25:43:068] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 52 err] {thread: 29} [inst: 2556]
[2022.05.29 03:25:50:576] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 13-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:26:20:651] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 13-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:26:35:085] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 104 err] {thread: 29} [inst: 2556]
[2022.05.29 03:26:50:658] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 14-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:27:20:675] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 14-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:27:27:097] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 156 err] {thread: 29} [inst: 2556]
[2022.05.29 03:27:50:701] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 14-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:28:19:108] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 208 err] {thread: 29} [inst: 2556]
[2022.05.29 03:28:20:733] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 15-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:28:50:845] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 15-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:29:11:123] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 260 err] {thread: 29} [inst: 2556]
[2022.05.29 03:29:20:939] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 16-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:29:50:940] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 16-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:30:03:136] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 312 err] {thread: 29} [inst: 2556]
[2022.05.29 03:30:21:034] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 16-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:30:51:112] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 16-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
[2022.05.29 03:30:55:148] EVENT,udp rec timeout (10 15894) Receive timed out [udp localport: 15894 since: 364 err] {thread: 29} [inst: 2556]
[2022.05.29 03:31:21:142] EVENT, in idle: no, isonline: yes,  registered: no 1,  speaking: no,  mem: 17-0 MB, cpu: 0.0%, avg: 0.0%, threads: 9 [wpmain] {thread: 22} [inst: 2556]
